player_id,avg_pick,std_pick,times_drafted,player_name,position,vorp,adp,value_per_pick
1,51.682,5.486253272951858,1000,Player H1,1B,60.80645293505823,999.0,1.1765499194121403
2,127.596,7.4471635032570855,1000,Player H2,SS,39.63457493113681,999.0,0.3106255284737516
3,66.006,8.709524660957095,1000,Player H3,C,51.970712980469514,999.0,0.7873634666616598
4,132.347,9.238936570241679,1000,Player H4,C,37.19916089300373,999.0,0.28107294379928316
5,122.706,7.288943180783662,1000,Player H5,OF,43.779685344078494,999.0,0.3567852048316993
6,63.724,7.281403906036447,1000,Player H6,SS,54.40435354822847,999.0,0.8537498202910752
7,119.526,7.160768157160282,1000,Player H7,OF,44.72533104234127,999.0,0.37418913911903073
8,112.139,7.1305345889017,1000,Player H8,1B,45.596321259169635,999.0,0.4066053849166627
9,3.423,0.7763205997998981,1000,Player H9,C,87.22310677056439,999.0,25.4814802134281
10,128.17,6.719542562723465,1000,Player H10,1B,42.22481691727832,999.0,0.3294438395668122
11,139.942,9.132471628099275,1000,Player H11,SS,37.074343034345986,999.0,0.26492649122026257
12,180.0,0.0,484,Player H12,1B,23.50256933332917,999.0,0.1305698296296065
13,74.826,7.8896115221200835,1000,Player H13,C,51.46898937792372,999.0,0.6878490013888718
14,1.242,0.5438122210209435,1000,Player H14,2B,112.74919983330554,999.0,90.78035413309625
16,147.897,4.1532686694506715,1000,Player H16,1B,38.12010495089248,999.0,0.2577476551308849
17,17.712,1.3567965569299252,1000,Player H17,SS,70.32756767361269,999.0,3.9706169644090274
18,157.624,4.208126938714218,1000,Player H18,1B,35.68856357826006,999.0,0.22641579694881528
19,164.501,8.411227481631187,1000,Player H19,SS,28.19982200647133,999.0,0.17142644729497894
20,170.236,2.7088081588849486,1000,Player H20,3B,30.48758891396689,999.0,0.17909013906557303
21,79.726,5.468713818699134,1000,Player H21,OF,53.75069315051522,999.0,0.6741927746345636
22,54.749,5.418797132423613,1000,Player H22,3B,60.120684163836515,999.0,1.0981147448142707
23,128.178,8.309956159413321,1000,Player H23,C,38.66063041564957,999.0,0.3016167393441119
24,38.283,2.306996582839526,1000,Player H24,2B,64.19392994235577,999.0,1.6768260048156038
25,21.779,2.0095266102237113,1000,Player H25,SS,67.07135274858973,999.0,3.0796341773538605
26,179.36501901140684,0.7982762318804713,263,Player H26,2B,22.704216787996373,999.0,0.1265810742425338
27,9.384,1.7342293826225963,1000,Player H27,2B,76.18177277386422,999.0,8.118262230803944
28,41.78,2.7715124537481843,1000,Player H28,2B,63.75926228900292,999.0,1.5260713807803474
29,5.862,0.9486073243739235,1000,Player H29,C,76.26061824673536,999.0,13.009317339941209
30,132.298,7.777125412366682,1000,Player H30,SS,38.63262027531556,999.0,0.29201212622500383
31,100.125,6.937831686377844,1000,Player H31,SS,45.71779508282604,999.0,0.4566071918384624
32,59.744,6.610458544016607,1000,Player H32,SS,56.34996828839572,999.0,0.9431904172535438
33,110.362,7.638540652723097,1000,Player H33,C,42.72752662312848,999.0,0.38715795856480023
34,59.954,6.44961095582373,1000,Player H34,OF,57.94512500536227,999.0,0.9664930614364725
35,100.328,7.192228037551655,1000,Player H35,C,44.331785042506915,999.0,0.4418685216739785
36,66.68,6.993461840069515,1000,Player H36,SS,54.36725468256323,999.0,0.8153457510882307
37,141.637,3.8810170436746714,1000,Player H37,OF,38.58832510860623,999.0,0.27244523047371966
38,8.226,1.612924525675497,1000,Player H38,C,74.56491620147105,999.0,9.064541235287022
39,125.185,3.406226266321335,1000,Player H39,2B,42.16237076327765,999.0,0.3368005013642022
40,33.687,3.374376596857176,1000,Player H40,3B,64.79621240466055,999.0,1.9234782677193147
41,88.0,6.077247150884435,1000,Player H41,1B,52.13127908148092,999.0,0.5924008986531922
42,140.504,9.225784470661507,1000,Player H42,C,35.86982857164534,999.0,0.2552940028159009
43,70.16,5.533445492549738,1000,Player H43,3B,56.47845180592728,999.0,0.8049950371426351
44,34.334,2.2098251802636613,1000,Player H44,2B,64.73586798970078,999.0,1.8854741069989158
45,83.229,3.7070610058780087,1000,Player H45,2B,52.347183679126786,999.0,0.6289536541244853
46,91.47,4.2646555883549695,1000,Player H46,2B,49.36416723303364,999.0,0.5396760384064025
47,15.23,1.8917395906093077,1000,Player H47,SS,70.55020197106725,999.0,4.632317923248014
48,42.975,6.8583826382327535,1000,Player H48,SS,57.329850867762616,999.0,1.3340279434034348
49,138.556,3.751924964726898,1000,Player H49,3B,38.69425324406497,999.0,0.2792679728345576
50,86.214,5.550045676118983,1000,Player H50,OF,52.1602936653894,999.0,0.6050095537312896
51,38.546,3.7443162131294287,1000,Player H51,3B,64.39987033077422,999.0,1.670727710547767
52,11.222,2.414237880687101,1000,Player H52,OF,75.95687080528174,999.0,6.768568063204575
53,61.932,6.079995258414465,1000,Player H53,3B,57.034019624570135,999.0,0.9209135765770544
55,15.133,2.3419640893480405,1000,Player H55,OF,73.91788020541993,999.0,4.884549012450931
56,150.934,4.389180892707535,1000,Player H56,1B,37.36208333844081,999.0,0.24753921143308208
57,7.403,1.5959756069997246,1000,Player H57,OF,78.49194276013031,999.0,10.602720891548064
58,41.212,3.6431206853916223,1000,Player H58,3B,64.11508584814598,999.0,1.5557382764278844
59,143.296,4.124001866075158,1000,Player H59,OF,38.47671467182924,999.0,0.2685121334289111
60,67.859,4.449822459370707,1000,Player H60,2B,56.489017342773124,999.0,0.8324469465033839
61,117.882,6.700968510519878,1000,Player H61,OF,44.827064891922895,999.0,0.38027065109111563
62,23.995,2.1188356388508454,1000,Player H62,2B,67.11064855056533,999.0,2.7968597020448147
63,5.717,1.1000550536773692,1000,Player H63,1B,82.97897221041706,999.0,14.514425784575312
64,158.827,8.79001338652766,1000,Player H64,SS,31.090438023943342,999.0,0.19575033227312322
65,71.704,5.628504602828722,1000,Player H65,SS,53.837350566355276,999.0,0.7508277162550943
66,46.717,7.006854287553511,1000,Player H66,SS,57.31078243821802,999.0,1.2267650413814677
67,83.133,5.277040662924453,1000,Player H67,3B,52.95855179092741,999.0,0.6370340513505757
68,94.634,4.249953659289252,1000,Player H68,2B,49.14101455848401,999.0,0.5192744104495637
69,108.019,6.206380439367065,1000,Player H69,OF,46.43997751067976,999.0,0.4299241569601622
70,59.819,7.62170120965978,1000,Player H70,C,53.79585219067639,999.0,0.8993104563880437
71,75.552,6.487170367685695,1000,Player H71,3B,54.91775315898298,999.0,0.7268868217781524
73,90.454,5.820116644686577,1000,Player H73,OF,49.86361461710444,999.0,0.5512593651701908
74,12.82,2.193264783470161,1000,Player H74,2B,75.43847430942034,999.0,5.88443637358973
75,172.123,2.9964729015710843,1000,Player H75,OF,29.62957520586024,999.0,0.1721418706730666
76,23.631,1.7204065795034618,1000,Player H76,SS,66.94249403363902,999.0,2.832825273312133
77,20.553,2.110840270282582,1000,Player H77,OF,68.06898789464094,999.0,3.311876022704274
79,22.3,2.6051462121705944,1000,Player H79,OF,67.69140616204169,999.0,3.0354890655624076
80,67.863,7.258023829522046,1000,Player H80,1B,56.63597612091298,999.0,0.8345634015724765
81,2.725,0.8889123495402473,1000,Player H81,2B,94.16733720300464,999.0,34.556820991928305
82,171.246,2.79307810225301,1000,Player H82,2B,29.192414531183374,999.0,0.17047063599256843
83,115.558,7.735274427612154,1000,Player H83,1B,45.340065842124574,999.0,0.3923576545295399
84,104.781,7.927287107256861,1000,Player H84,C,43.55268328758899,999.0,0.41565439619386135
85,49.691,4.614196550842821,1000,Player H85,3B,61.53683190737932,999.0,1.2383898876532837
86,73.549,5.67448665509038,1000,Player H86,3B,55.715974935857055,999.0,0.7575354516833275
87,45.54,4.548085870460792,1000,Player H87,OF,63.686959110838885,999.0,1.3984839506113063
88,163.12,3.5800022927948514,1000,Player H88,2B,31.6668771068433,999.0,0.19413240011551802
89,53.087,5.168379160156803,1000,Player H89,3B,60.542410200288614,999.0,1.1404375873620398
90,44.585,3.3403492232000134,1000,Player H90,2B,63.59688080870355,999.0,1.4264187688393755
91,54.493,6.080371857207578,1000,Player H91,SS,56.70492203593703,999.0,1.040590938945131
93,16.805,2.7663383067925067,1000,Player H93,OF,73.42610185251323,999.0,4.3693009135681775
94,56.368,5.650531347095111,1000,Player H94,3B,59.8242598840085,999.0,1.0613159928329636
95,11.746,2.4550990838480473,1000,Player H95,C,71.76609440055284,999.0,6.109832657973169
96,29.826,1.7386048276554247,1000,Player H96,2B,65.30590353461739,999.0,2.189562916067102
97,18.111,2.538724901229773,1000,Player H97,C,67.30121725217916,999.0,3.716040928285526
98,36.889,3.827182557224873,1000,Player H98,1B,64.48855823728718,999.0,1.7481785420392848
99,164.879,3.186300599678486,1000,Player H99,OF,32.554459138101834,999.0,0.19744454501847922
100,2.665,1.0138060972408884,1000,Player H100,SS,87.45270919757215,999.0,32.81527549627473
101,81.5,6.019986730902341,1000,Player P1,RP,53.31253698927078,999.0,0.6541415581505617
102,89.176,6.602773706603963,1000,Player P2,SP,48.021061898431405,999.0,0.5384975991122208
103,124.549,7.581759827512487,1000,Player P3,SP,40.40124644558516,999.0,0.3243803358163065
104,179.54430379746836,0.501215659465152,79,Player P4,SP,18.47503059596774,999.0,0.1028995640920369
105,49.961,5.626645371634696,1000,Player P5,SP,56.85345523820139,999.0,1.1379567109986068
106,141.423,8.625222632805814,1000,Player P6,SP,36.847104229886625,999.0,0.2605453443208433
107,15.138,2.013208635241019,1000,Player P7,SP,70.32766314328497,999.0,4.645769794113157
108,152.982,8.95074252739916,1000,Player P8,SP,32.706623882248905,999.0,0.21379393577184835
109,171.031,5.573069001734872,1000,Player P9,SP,25.398649375031138,999.0,0.1485031916730367
110,77.1,6.3447818131324425,1000,Player P10,SP,51.6633908850326,999.0,0.670082890856454
111,47.02,5.5167049979162455,1000,Player P11,SP,56.99886893618987,999.0,1.2122260513864285
112,113.988,7.891649645931715,1000,Player P12,RP,45.46310176411886,999.0,0.39884112155769785
